a_ref,c_id,c_class,c_sex,c_agegroup,c_sever,c_loc,c_move,c_school,c_pcv,c_pedinj,c_vtype,a_year,a_ref,a_District,a_type,a_veh,a_cas,a_wkday,a_day,a_month,a_hour,a_min,a_gd1,a_gd2,a_ctype,a_speed,a_jdet,a_jcont,a_pedhum,a_pedphys,a_light,a_weat,a_roadsc,a_speccs,a_chaz,a_scene,a_ref,v_type,v_tow,v_man,v_loc,v_junc,v_skid,v_hit,v_leave,v_hitoff,v_impact,v_sex,v_agegroup,v_hitr,v_forreg
1977,3,3,2,3,3," "," ",8," "," ",8,2021,1977,BELC,3,2,3,TUE,29,6,11,0,333118,371856,13,30," "," "," "," "," "," "," "," "," "," ",1977,8,1,10,3," "," "," "," "," ",3,1,4,1," "
1978,1,1,1,4,3," "," ",8," "," ",8,2021,1978,DCST,3,2,1,THU,24,6,17,30,243117,417290,13,30," "," "," "," "," "," "," "," "," "," ",1978,8,1,5,3," "," "," "," "," ",4,2,3,1," "
1978,1,1,1,4,3," "," ",8," "," ",8,2021,1978,DCST,3,2,1,THU,24,6,17,30,243117,417290,13,30," "," "," "," "," "," "," "," "," "," ",1978,8,1,18,3," "," "," "," "," ",5,1,4,1," "
1979,1,5,2,1,3," "," ",8," "," "," ",2021,1979,BELC,3,1,1,TUE,29,6,11,15,332909,375725,13,30," "," "," "," "," "," "," "," "," "," ",1979,8,1,18,4," "," "," "," "," ",2,1,7,1," "
1980,1,1,1,4,3," "," ",8," "," ",8,2021,1980,ARND,3,2,1,TUE,29,6,11,30,350065,379416,11,30," "," "," "," "," "," "," "," "," "," ",1980,8,1,5,3," "," "," "," "," ",2,2,6,1," "
1980,1,1,1,4,3," "," ",8," "," ",8,2021,1980,ARND,3,2,1,TUE,29,6,11,30,350065,379416,11,30," "," "," "," "," "," "," "," "," "," ",1980,8,1,3,3," "," "," "," "," ",3,1,4,1," "
1981,1,5,1,2,2,2,4,8,1,1," ",2021,1981,BELC,2,1,1,TUE,29,6,13,45,335811,373610,13,30,8,3,1,11,1,1,1,1,1,1,1981,8,1,18,3,3,1,1,1,1,4,1,7,1,1
1982,1,1,1,5,3," "," ",8," "," ",8,2021,1982,ARBC,3,2,1,TUE,29,6,12,30,302945,355442,13,30," "," "," "," "," "," "," "," "," "," ",1982,8,1,4,3," "," "," "," "," ",2,1,7,1," "
1982,1,1,1,5,3," "," ",8," "," ",8,2021,1982,ARBC,3,2,1,TUE,29,6,12,30,302945,355442,13,30," "," "," "," "," "," "," "," "," "," ",1982,8,1,18,3," "," "," "," "," ",5,1,5,1," "
1983,1,1,1,3,3," "," ",8," "," ",8,2021,1983,ARND,3,3,3,TUE,29,6,15,13,339195,378546,11,60," "," "," "," "," "," "," "," "," "," ",1983,15,1,4,3," "," "," "," "," ",2,1,6,1," "
1983,1,1,1,3,3," "," ",8," "," ",8,2021,1983,ARND,3,3,3,TUE,29,6,15,13,339195,378546,11,60," "," "," "," "," "," "," "," "," "," ",1983,8,1,4,3," "," "," "," "," ",2,1,3,1," "
1983,1,1,1,3,3," "," ",8," "," ",8,2021,1983,ARND,3,3,3,TUE,29,6,15,13,339195,378546,11,60," "," "," "," "," "," "," "," "," "," ",1983,8,1,4,3," "," "," "," "," ",3,1,3,1," "
1983,2,3,1,3,3," "," ",8," "," ",8,2021,1983,ARND,3,3,3,TUE,29,6,15,13,339195,378546,11,60," "," "," "," "," "," "," "," "," "," ",1983,15,1,4,3," "," "," "," "," ",2,1,6,1," "
1983,2,3,1,3,3," "," ",8," "," ",8,2021,1983,ARND,3,3,3,TUE,29,6,15,13,339195,378546,11,60," "," "," "," "," "," "," "," "," "," ",1983,8,1,4,3," "," "," "," "," ",2,1,3,1," "
1983,2,3,1,3,3," "," ",8," "," ",8,2021,1983,ARND,3,3,3,TUE,29,6,15,13,339195,378546,11,60," "," "," "," "," "," "," "," "," "," ",1983,8,1,4,3," "," "," "," "," ",3,1,3,1," "
1983,3,1,1,6,3," "," ",8," "," ",15,2021,1983,ARND,3,3,3,TUE,29,6,15,13,339195,378546,11,60," "," "," "," "," "," "," "," "," "," ",1983,15,1,4,3," "," "," "," "," ",2,1,6,1," "
1983,3,1,1,6,3," "," ",8," "," ",15,2021,1983,ARND,3,3,3,TUE,29,6,15,13,339195,378546,11,60," "," "," "," "," "," "," "," "," "," ",1983,8,1,4,3," "," "," "," "," ",2,1,3,1," "
1983,3,1,1,6,3," "," ",8," "," ",15,2021,1983,ARND,3,3,3,TUE,29,6,15,13,339195,378546,11,60," "," "," "," "," "," "," "," "," "," ",1983,8,1,4,3," "," "," "," "," ",3,1,3,1," "
1984,1,1,2,3,3," "," ",8," "," ",22,2021,1984,BELC,3,2,1,TUE,29,6,14,0,329358,371923,13,30," "," "," "," "," "," "," "," "," "," ",1984,15,1,4,3," "," "," "," "," ",2,1,7,1," "
1984,1,1,2,3,3," "," ",8," "," ",22,2021,1984,BELC,3,2,1,TUE,29,6,14,0,329358,371923,13,30," "," "," "," "," "," "," "," "," "," ",1984,22,1,18,4," "," "," "," "," ",5,2,3,1," "
1985,1,1,2,3,2,1,1,8,1," ",8,2021,1985,ARBC,2,2,2,TUE,29,6,17,14,278575,344969,13,60,12,7,1,1,2,1,1,1,1,1,1985,8,1,18,3,2,1,1,1,1,2,2,7,1,1
1985,1,1,2,3,2,1,1,8,1," ",8,2021,1985,ARBC,2,2,2,TUE,29,6,17,14,278575,344969,13,60,12,7,1,1,2,1,1,1,1,1,1985,8,1,18,3,2,1,1,1,1,2,2,3,1,1
1985,2,1,2,7,2,1,1,8,1," ",8,2021,1985,ARBC,2,2,2,TUE,29,6,17,14,278575,344969,13,60,12,7,1,1,2,1,1,1,1,1,1985,8,1,18,3,2,1,1,1,1,2,2,7,1,1
1985,2,1,2,7,2,1,1,8,1," ",8,2021,1985,ARBC,2,2,2,TUE,29,6,17,14,278575,344969,13,60,12,7,1,1,2,1,1,1,1,1,1985,8,1,18,3,2,1,1,1,1,2,2,3,1,1
1986,1,5,1,1,3," "," ",8," "," "," ",2021,1986,ANTN,3,1,1,TUE,29,6,17,50,333823,382138,13,30," "," "," "," "," "," "," "," "," "," ",1986,8,1,18,4," "," "," "," "," ",4,1,5,1," "
1987,1,1,2,6,3," "," ",8," "," ",8,2021,1987,NEMD,3,2,2,TUE,29,6,19,45,351944,337432,13,60," "," "," "," "," "," "," "," "," "," ",1987,8,1,18,3," "," "," "," "," ",5,2,6,1," "
1987,1,1,2,6,3," "," ",8," "," ",8,2021,1987,NEMD,3,2,2,TUE,29,6,19,45,351944,337432,13,60," "," "," "," "," "," "," "," "," "," ",1987,25,1,18,3," "," "," "," "," ",2,1,4,1," "
1987,2,4,1,1,3," "," ",8," "," ",8,2021,1987,NEMD,3,2,2,TUE,29,6,19,45,351944,337432,13,60," "," "," "," "," "," "," "," "," "," ",1987,8,1,18,3," "," "," "," "," ",5,2,6,1," "
1987,2,4,1,1,3," "," ",8," "," ",8,2021,1987,NEMD,3,2,2,TUE,29,6,19,45,351944,337432,13,60," "," "," "," "," "," "," "," "," "," ",1987,25,1,18,3," "," "," "," "," ",2,1,4,1," "
1988,1,1,1,3,3," "," ",8," "," ",2,2021,1988,ARND,3,2,2,TUE,29,6,21,1,352410,380925,11,30," "," "," "," "," "," "," "," "," "," ",1988,8,1,5,3," "," "," "," "," ",2,1,6,1," "
1988,1,1,1,3,3," "," ",8," "," ",2,2021,1988,ARND,3,2,2,TUE,29,6,21,1,352410,380925,11,30," "," "," "," "," "," "," "," "," "," ",1988,2,1,18,3," "," "," "," "," ",5,1,3,1," "
1988,2,1,1,6,3," "," ",8," "," ",8,2021,1988,ARND,3,2,2,TUE,29,6,21,1,352410,380925,11,30," "," "," "," "," "," "," "," "," "," ",1988,8,1,5,3," "," "," "," "," ",2,1,6,1," "
1988,2,1,1,6,3," "," ",8," "," ",8,2021,1988,ARND,3,2,2,TUE,29,6,21,1,352410,380925,11,30," "," "," "," "," "," "," "," "," "," ",1988,2,1,18,3," "," "," "," "," ",5,1,3,1," "
1989,1,6,1,6,3," "," ",8," "," ",5,2021,1989,MEAN,3,2,1,TUE,29,6,19,45,339778,399734,13,60," "," "," "," "," "," "," "," "," "," ",1989,8,1,9,4," "," "," "," "," ",5,2,5,1," "
1989,1,6,1,6,3," "," ",8," "," ",5,2021,1989,MEAN,3,2,1,TUE,29,6,19,45,339778,399734,13,60," "," "," "," "," "," "," "," "," "," ",1989,23,1,18,3," "," "," "," "," ",2,1,6,1," "
1990,1,1,1,5,3," "," ",8," "," ",15,2021,1990,FERO,3,2,1,WED,30,6,7,43,224709,332549,13,60," "," "," "," "," "," "," "," "," "," ",1990,15,1,13,3," "," "," "," "," ",2,1,5,1," "
1990,1,1,1,5,3," "," ",8," "," ",15,2021,1990,FERO,3,2,1,WED,30,6,7,43,224709,332549,13,60," "," "," "," "," "," "," "," "," "," ",1990,14,1,9,3," "," "," "," "," ",3,1,7,1," "
1991,1,5,2,3,3," "," ",8," "," "," ",2021,1991,NEMD,3,1,1,WED,30,6,10,10,308364,326215,13,30," "," "," "," "," "," "," "," "," "," ",1991,15,1,18,3," "," "," "," "," ",5,3,9,2," "
1992,1,1,2,3,3," "," ",8," "," ",8,2021,1992,MEAN,3,2,2,WED,30,6,10,50,311937,404504,11,40," "," "," "," "," "," "," "," "," "," ",1992,8,1,9,3," "," "," "," "," ",2,1,8,1," "
1992,1,1,2,3,3," "," ",8," "," ",8,2021,1992,MEAN,3,2,2,WED,30,6,10,50,311937,404504,11,40," "," "," "," "," "," "," "," "," "," ",1992,8,1,18,3," "," "," "," "," ",5,2,3,1," "
1992,2,3,2,6,3," "," ",8," "," ",8,2021,1992,MEAN,3,2,2,WED,30,6,10,50,311937,404504,11,40," "," "," "," "," "," "," "," "," "," ",1992,8,1,9,3," "," "," "," "," ",2,1,8,1," "
1992,2,3,2,6,3," "," ",8," "," ",8,2021,1992,MEAN,3,2,2,WED,30,6,10,50,311937,404504,11,40," "," "," "," "," "," "," "," "," "," ",1992,8,1,18,3," "," "," "," "," ",5,2,3,1," "
1993,1,1,1,4,3," "," ",8," "," ",8,2021,1993,LISC,3,2,1,TUE,29,6,18,30,327693,363779,13,60," "," "," "," "," "," "," "," "," "," ",1993,8,1,4,3," "," "," "," "," ",2,1,4,1," "
1993,1,1,1,4,3," "," ",8," "," ",8,2021,1993,LISC,3,2,1,TUE,29,6,18,30,327693,363779,13,60," "," "," "," "," "," "," "," "," "," ",1993,8,1,3,3," "," "," "," "," ",3,1,4,1," "
1994,1,6,1,5,3," "," ",8," "," ",5,2021,1994,ARBC,3,2,1,WED,30,6,12,17,304244,338642,13,60," "," "," "," "," "," "," "," "," "," ",1994,23,1,18,3," "," "," "," "," ",2,1,5,1," "
1994,1,6,1,5,3," "," ",8," "," ",5,2021,1994,ARBC,3,2,1,WED,30,6,12,17,304244,338642,13,60," "," "," "," "," "," "," "," "," "," ",1994,8,1,9,3," "," "," "," "," ",5,2,7,1," "
1995,1,1,2,4,3," "," ",8," "," ",8,2021,1995,ARBC,3,2,1,WED,30,6,12,30,320295,333360,13,30," "," "," "," "," "," "," "," "," "," ",1995,8,1,4,3," "," "," "," "," ",2,1,3,1," "
1995,1,1,2,4,3," "," ",8," "," ",8,2021,1995,ARBC,3,2,1,WED,30,6,12,30,320295,333360,13,30," "," "," "," "," "," "," "," "," "," ",1995,8,1,8,3," "," "," "," "," ",3,2,4,1," "
1996,1,4,1,2,3," "," ",8," "," ",20,2021,1996,BELC,3,2,3,WED,30,6,14,20,327145,369997,13,30," "," "," "," "," "," "," "," "," "," ",1996,15,1,1,3," "," "," "," "," ",3,1,5,1," "
1996,1,4,1,2,3," "," ",8," "," ",20,2021,1996,BELC,3,2,3,WED,30,6,14,20,327145,369997,13,30," "," "," "," "," "," "," "," "," "," ",1996,20,1,18,3," "," "," "," "," ",4,1,6,1," "
1996,2,4,1,2,3," "," ",8," "," ",20,2021,1996,BELC,3,2,3,WED,30,6,14,20,327145,369997,13,30," "," "," "," "," "," "," "," "," "," ",1996,15,1,1,3," "," "," "," "," ",3,1,5,1," "
1996,2,4,1,2,3," "," ",8," "," ",20,2021,1996,BELC,3,2,3,WED,30,6,14,20,327145,369997,13,30," "," "," "," "," "," "," "," "," "," ",1996,20,1,18,3," "," "," "," "," ",4,1,6,1," "
1996,3,4,1,2,3," "," ",8," "," ",20,2021,1996,BELC,3,2,3,WED,30,6,14,20,327145,369997,13,30," "," "," "," "," "," "," "," "," "," ",1996,15,1,1,3," "," "," "," "," ",3,1,5,1," "
1996,3,4,1,2,3," "," ",8," "," ",20,2021,1996,BELC,3,2,3,WED,30,6,14,20,327145,369997,13,30," "," "," "," "," "," "," "," "," "," ",1996,20,1,18,3," "," "," "," "," ",4,1,6,1," "
1997,1,1,1,8,3," "," ",8," "," ",8,2021,1997,MIDU,3,2,2,WED,30,6,14,30,281448,360511,13,40," "," "," "," "," "," "," "," "," "," ",1997,8,1,18,3," "," "," "," "," ",5,2,8,1," "
1997,1,1,1,8,3," "," ",8," "," ",8,2021,1997,MIDU,3,2,2,WED,30,6,14,30,281448,360511,13,40," "," "," "," "," "," "," "," "," "," ",1997,8,1,5,3," "," "," "," "," ",2,1,8,1," "
1997,2,1,2,8,3," "," ",8," "," ",8,2021,1997,MIDU,3,2,2,WED,30,6,14,30,281448,360511,13,40," "," "," "," "," "," "," "," "," "," ",1997,8,1,18,3," "," "," "," "," ",5,2,8,1," "
1997,2,1,2,8,3," "," ",8," "," ",8,2021,1997,MIDU,3,2,2,WED,30,6,14,30,281448,360511,13,40," "," "," "," "," "," "," "," "," "," ",1997,8,1,5,3," "," "," "," "," ",2,1,8,1," "
1998,1,1,2,5,3," "," ",8," "," ",8,2021,1998,MIDU,3,2,2,WED,30,6,13,15,280279,378219,13,30," "," "," "," "," "," "," "," "," "," ",1998,8,1,4,3," "," "," "," "," ",2,2,8,1," "
1998,1,1,2,5,3," "," ",8," "," ",8,2021,1998,MIDU,3,2,2,WED,30,6,13,15,280279,378219,13,30," "," "," "," "," "," "," "," "," "," ",1998,8,1,3,3," "," "," "," "," ",3,2,5,1," "
1998,2,3,2,4,3," "," ",8," "," ",8,2021,1998,MIDU,3,2,2,WED,30,6,13,15,280279,378219,13,30," "," "," "," "," "," "," "," "," "," ",1998,8,1,4,3," "," "," "," "," ",2,2,8,1," "
1998,2,3,2,4,3," "," ",8," "," ",8,2021,1998,MIDU,3,2,2,WED,30,6,13,15,280279,378219,13,30," "," "," "," "," "," "," "," "," "," ",1998,8,1,3,3," "," "," "," "," ",3,2,5,1," "
1999,1,7,1,2,3," "," ",8," "," ",1,2021,1999,DCST,3,2,3,WED,30,6,15,0,244422,420932,13,30," "," "," "," "," "," "," "," "," "," ",1999,8,1,17,3," "," "," "," "," ",2,2,4,1," "
1999,1,7,1,2,3," "," ",8," "," ",1,2021,1999,DCST,3,2,3,WED,30,6,15,0,244422,420932,13,30," "," "," "," "," "," "," "," "," "," ",1999,1,1,16,3," "," "," "," "," ",2,1,2,1," "
1999,2,1,2,4,3," "," ",8," "," ",8,2021,1999,DCST,3,2,3,WED,30,6,15,0,244422,420932,13,30," "," "," "," "," "," "," "," "," "," ",1999,8,1,17,3," "," "," "," "," ",2,2,4,1," "
1999,2,1,2,4,3," "," ",8," "," ",8,2021,1999,DCST,3,2,3,WED,30,6,15,0,244422,420932,13,30," "," "," "," "," "," "," "," "," "," ",1999,1,1,16,3," "," "," "," "," ",2,1,2,1," "
1999,3,4,2,1,3," "," ",8," "," ",8,2021,1999,DCST,3,2,3,WED,30,6,15,0,244422,420932,13,30," "," "," "," "," "," "," "," "," "," ",1999,8,1,17,3," "," "," "," "," ",2,2,4,1," "
1999,3,4,2,1,3," "," ",8," "," ",8,2021,1999,DCST,3,2,3,WED,30,6,15,0,244422,420932,13,30," "," "," "," "," "," "," "," "," "," ",1999,1,1,16,3," "," "," "," "," ",2,1,2,1," "
2000,1,3,2,7,3," "," ",8," "," ",8,2021,2000,MIDU,3,3,1,WED,30,6,16,55,280776,362133,13,30," "," "," "," "," "," "," "," "," "," ",2000,8,1,4,4," "," "," "," "," ",2,1,5,1," "
2000,1,3,2,7,3," "," ",8," "," ",8,2021,2000,MIDU,3,3,1,WED,30,6,16,55,280776,362133,13,30," "," "," "," "," "," "," "," "," "," ",2000,8,1,3,4," "," "," "," "," ",3,1,3,1," "
2000,1,3,2,7,3," "," ",8," "," ",8,2021,2000,MIDU,3,3,1,WED,30,6,16,55,280776,362133,13,30," "," "," "," "," "," "," "," "," "," ",2000,8,1,2,4," "," "," "," "," ",3,1,6,1," "
2001,1,1,1,4,3," "," ",8," "," ",8,2021,2001,NEMD,3,2,4,WED,30,6,17,21,345007,352844,13,60," "," "," "," "," "," "," "," "," "," ",2001,8,1,4,3," "," "," "," "," ",3,1,4,1," "
2001,1,1,1,4,3," "," ",8," "," ",8,2021,2001,NEMD,3,2,4,WED,30,6,17,21,345007,352844,13,60," "," "," "," "," "," "," "," "," "," ",2001,8,1,4,3," "," "," "," "," ",2,1,4,1," "
2001,2,3,2,4,3," "," ",8," "," ",8,2021,2001,NEMD,3,2,4,WED,30,6,17,21,345007,352844,13,60," "," "," "," "," "," "," "," "," "," ",2001,8,1,4,3," "," "," "," "," ",3,1,4,1," "
2001,2,3,2,4,3," "," ",8," "," ",8,2021,2001,NEMD,3,2,4,WED,30,6,17,21,345007,352844,13,60," "," "," "," "," "," "," "," "," "," ",2001,8,1,4,3," "," "," "," "," ",2,1,4,1," "
2001,3,4,2,6,3," "," ",8," "," ",8,2021,2001,NEMD,3,2,4,WED,30,6,17,21,345007,352844,13,60," "," "," "," "," "," "," "," "," "," ",2001,8,1,4,3," "," "," "," "," ",3,1,4,1," "
2001,3,4,2,6,3," "," ",8," "," ",8,2021,2001,NEMD,3,2,4,WED,30,6,17,21,345007,352844,13,60," "," "," "," "," "," "," "," "," "," ",2001,8,1,4,3," "," "," "," "," ",2,1,4,1," "
2001,4,4,2,4,3," "," ",8," "," ",8,2021,2001,NEMD,3,2,4,WED,30,6,17,21,345007,352844,13,60," "," "," "," "," "," "," "," "," "," ",2001,8,1,4,3," "," "," "," "," ",3,1,4,1," "
2001,4,4,2,4,3," "," ",8," "," ",8,2021,2001,NEMD,3,2,4,WED,30,6,17,21,345007,352844,13,60," "," "," "," "," "," "," "," "," "," ",2001,8,1,4,3," "," "," "," "," ",2,1,4,1," "
2002,1,1,2,6,3," "," ",8," "," ",20,2021,2002,BELC,3,1,2,WED,30,6,17,28,332282,374001,13,30," "," "," "," "," "," "," "," "," "," ",2002,20,1,4,3," "," "," "," "," ",1,2,6,1," "
2002,2,4,2,4,3," "," ",8," "," ",20,2021,2002,BELC,3,1,2,WED,30,6,17,28,332282,374001,13,30," "," "," "," "," "," "," "," "," "," ",2002,20,1,4,3," "," "," "," "," ",1,2,6,1," "
2003,1,5,1,2,2,7,2,8,1,2," ",2021,2003,NEMD,2,1,1,WED,30,6,18,39,339234,333763,13,60,1,1,1,1,2,1,1,1,1,1,2003,8,1,18,3,1,1,1,1,1,5,2,6,1,1
2004,1,1,1,8,3," "," ",8," "," ",8,2021,2004,DCST,3,3,2,WED,30,6,18,42,246128,416502,11,50," "," "," "," "," "," "," "," "," "," ",2004,24,2,18,3," "," "," "," "," ",2,1,4,1," "
2004,1,1,1,8,3," "," ",8," "," ",8,2021,2004,DCST,3,3,2,WED,30,6,18,42,246128,416502,11,50," "," "," "," "," "," "," "," "," "," ",2004,8,1,5,3," "," "," "," "," ",2,1,8,1," "
2004,1,1,1,8,3," "," ",8," "," ",8,2021,2004,DCST,3,3,2,WED,30,6,18,42,246128,416502,11,50," "," "," "," "," "," "," "," "," "," ",2004,8,1,5,3," "," "," "," "," ",3,2,3,1," "
2004,2,3,2,8,3," "," ",8," "," ",8,2021,2004,DCST,3,3,2,WED,30,6,18,42,246128,416502,11,50," "," "," "," "," "," "," "," "," "," ",2004,24,2,18,3," "," "," "," "," ",2,1,4,1," "
2004,2,3,2,8,3," "," ",8," "," ",8,2021,2004,DCST,3,3,2,WED,30,6,18,42,246128,416502,11,50," "," "," "," "," "," "," "," "," "," ",2004,8,1,5,3," "," "," "," "," ",2,1,8,1," "
2004,2,3,2,8,3," "," ",8," "," ",8,2021,2004,DCST,3,3,2,WED,30,6,18,42,246128,416502,11,50," "," "," "," "," "," "," "," "," "," ",2004,8,1,5,3," "," "," "," "," ",3,2,3,1," "
2005,1,1,2,7,3," "," ",8," "," ",8,2021,2005,LISC,3,2,1,WED,30,6,18,0,336832,365365,13,30," "," "," "," "," "," "," "," "," "," ",2005,8,1,18,3," "," "," "," "," ",2,1,6,1," "
2005,1,1,2,7,3," "," ",8," "," ",8,2021,2005,LISC,3,2,1,WED,30,6,18,0,336832,365365,13,30," "," "," "," "," "," "," "," "," "," ",2005,8,1,18,3," "," "," "," "," ",3,2,7,1," "
2006,1,1,1,4,2,1,1,8,1," ",8,2021,2006,ANTN,2,2,2,WED,30,6,19,49,324256,389300,13,60,12,7,1,1,2,1,1,1,1,1,2006,8,1,18,3,2,1,1,1,1,2,1,4,1,1
2006,1,1,1,4,2,1,1,8,1," ",8,2021,2006,ANTN,2,2,2,WED,30,6,19,49,324256,389300,13,60,12,7,1,1,2,1,1,1,1,1,2006,8,1,9,3,3,1,1,1,1,4,1,3,1,1
2006,2,3,1,7,3,1,1,8,1," ",8,2021,2006,ANTN,2,2,2,WED,30,6,19,49,324256,389300,13,60,12,7,1,1,2,1,1,1,1,1,2006,8,1,18,3,2,1,1,1,1,2,1,4,1,1
2006,2,3,1,7,3,1,1,8,1," ",8,2021,2006,ANTN,2,2,2,WED,30,6,19,49,324256,389300,13,60,12,7,1,1,2,1,1,1,1,1,2006,8,1,9,3,3,1,1,1,1,4,1,3,1,1
2007,1,1,1,3,3," "," ",8," "," ",8,2021,2007,FERO,3,3,2,WED,30,6,20,30,220043,338920,13,60," "," "," "," "," "," "," "," "," "," ",2007,8,1,18,3," "," "," "," "," ",2,2,6,1," "
2007,1,1,1,3,3," "," ",8," "," ",8,2021,2007,FERO,3,3,2,WED,30,6,20,30,220043,338920,13,60," "," "," "," "," "," "," "," "," "," ",2007,8,1,18,3," "," "," "," "," ",2,1,3,1," "
2007,1,1,1,3,3," "," ",8," "," ",8,2021,2007,FERO,3,3,2,WED,30,6,20,30,220043,338920,13,60," "," "," "," "," "," "," "," "," "," ",2007,8,1,9,3," "," "," "," "," ",3,2,5,1," "
2007,2,1,2,6,3," "," ",8," "," ",8,2021,2007,FERO,3,3,2,WED,30,6,20,30,220043,338920,13,60," "," "," "," "," "," "," "," "," "," ",2007,8,1,18,3," "," "," "," "," ",2,2,6,1," "
2007,2,1,2,6,3," "," ",8," "," ",8,2021,2007,FERO,3,3,2,WED,30,6,20,30,220043,338920,13,60," "," "," "," "," "," "," "," "," "," ",2007,8,1,18,3," "," "," "," "," ",2,1,3,1," "
2007,2,1,2,6,3," "," ",8," "," ",8,2021,2007,FERO,3,3,2,WED,30,6,20,30,220043,338920,13,60," "," "," "," "," "," "," "," "," "," ",2007,8,1,9,3," "," "," "," "," ",3,2,5,1," "
2008,1,6,1,3,3," "," ",8," "," ",5,2021,2008,ARND,3,2,2,WED,30,6,21,55,350909,381733,13,30," "," "," "," "," "," "," "," "," "," ",2008,8,1,4,3," "," "," "," "," ",3,2,3,1," "
2008,1,6,1,3,3," "," ",8," "," ",5,2021,2008,ARND,3,2,2,WED,30,6,21,55,350909,381733,13,30," "," "," "," "," "," "," "," "," "," ",2008,23,1,18,3," "," "," "," "," ",2,1,3,1," "
2008,2,1,2,3,3," "," ",8," "," ",8,2021,2008,ARND,3,2,2,WED,30,6,21,55,350909,381733,13,30," "," "," "," "," "," "," "," "," "," ",2008,8,1,4,3," "," "," "," "," ",3,2,3,1," "
2008,2,1,2,3,3," "," ",8," "," ",8,2021,2008,ARND,3,2,2,WED,30,6,21,55,350909,381733,13,30," "," "," "," "," "," "," "," "," "," ",2008,23,1,18,3," "," "," "," "," ",2,1,3,1," "
2009,1,4,2,2,3," "," ",8," "," ",8,2021,2009,MIDU,3,2,1,THU,1,7,13,40,278215,353736,13,60," "," "," "," "," "," "," "," "," "," ",2009,8,1,16,3," "," "," "," "," ",2,2,7,1," "
2009,1,4,2,2,3," "," ",8," "," ",8,2021,2009,MIDU,3,2,1,THU,1,7,13,40,278215,353736,13,60," "," "," "," "," "," "," "," "," "," ",2009,8,1,10,3," "," "," "," "," ",3,2,5,1," "
2010,1,5,1,6,1,11,10,8,1,2," ",2021,2010,ANTN,1,1,1,THU,1,7,13,47,328110,388947,13,60,1,1,1,1,1,1,1,1,1,1,2010,24,1,2,3,1,1,1,1,1,1,3,9,1,1
2011,1,1,2,5,3," "," ",8," "," ",8,2021,2011,ARBC,3,2,1,THU,1,7,15,58,305706,357378,13,30," "," "," "," "," "," "," "," "," "," ",2011,8,1,4,3," "," "," "," "," ",2,1,8,1," "
2011,1,1,2,5,3," "," ",8," "," ",8,2021,2011,ARBC,3,2,1,THU,1,7,15,58,305706,357378,13,30," "," "," "," "," "," "," "," "," "," ",2011,8,1,4,3," "," "," "," "," ",3,2,5,1," "
2012,1,6,1,3,3," "," ",8," "," ",23,2021,2012,DCST,3,2,1,THU,1,7,16,15,244556,419822,13,40," "," "," "," "," "," "," "," "," "," ",2012,8,1,18,3," "," "," "," "," ",3,1,5,1," "
2012,1,6,1,3,3," "," ",8," "," ",23,2021,2012,DCST,3,2,1,THU,1,7,16,15,244556,419822,13,40," "," "," "," "," "," "," "," "," "," ",2012,23,1,18,3," "," "," "," "," ",2,1,3,1," "
2013,1,1,2,6,3," "," ",8," "," ",8,2021,2013,ANTN,3,2,1,THU,1,7,17,0,334884,382540,13,30," "," "," "," "," "," "," "," "," "," ",2013,8,1,9,3," "," "," "," "," ",4,2,4,1," "
2013,1,1,2,6,3," "," ",8," "," ",8,2021,2013,ANTN,3,2,1,THU,1,7,17,0,334884,382540,13,30," "," "," "," "," "," "," "," "," "," ",2013,8,1,18,3," "," "," "," "," ",2,2,6,1," "
2014,1,3,2,3,3," "," ",8," "," ",8,2021,2014,BELC,3,2,1,THU,1,7,17,21,329277,378108,13,60," "," "," "," "," "," "," "," "," "," ",2014,25,6,9,3," "," "," "," "," ",3,1,4,1," "
2014,1,3,2,3,3," "," ",8," "," ",8,2021,2014,BELC,3,2,1,THU,1,7,17,21,329277,378108,13,60," "," "," "," "," "," "," "," "," "," ",2014,8,1,13,3," "," "," "," "," ",2,1,3,1," "
2015,1,1,2,5,3," "," ",8," "," ",8,2021,2015,CCGL,3,3,1,THU,1,7,19,25,272863,425519,13,60," "," "," "," "," "," "," "," "," "," ",2015,8,1,13,3," "," "," "," "," ",1,2,4,1," "
2015,1,1,2,5,3," "," ",8," "," ",8,2021,2015,CCGL,3,3,1,THU,1,7,19,25,272863,425519,13,60," "," "," "," "," "," "," "," "," "," ",2015,8,1,4,3," "," "," "," "," ",2,2,5,1," "
2015,1,1,2,5,3," "," ",8," "," ",8,2021,2015,CCGL,3,3,1,THU,1,7,19,25,272863,425519,13,60," "," "," "," "," "," "," "," "," "," ",2015,8,1,4,3," "," "," "," "," ",3,2,6,1," "
2016,1,1,2,3,3," "," ",8," "," ",8,2021,2016,CCGL,3,1,2,THU,1,7,20,16,308750,442568,13,60," "," "," "," "," "," "," "," "," "," ",2016,8,1,17,3," "," "," "," "," ",2,2,3,1," "
2016,2,3,2,3,3," "," ",8," "," ",8,2021,2016,CCGL,3,1,2,THU,1,7,20,16,308750,442568,13,60," "," "," "," "," "," "," "," "," "," ",2016,8,1,17,3," "," "," "," "," ",2,2,3,1," "
